State,City,Percent of Population (%),Population,Latitude,Longitude
Alabama,Mobile                     ,5.7,1708,30.6919609185,-88.0738103038
Alabama,Tuscaloosa                 ,3.3,1724,33.1650878227,-87.5617780419
Alabama,Birmingham                 ,4.8,815,33.6718848706,-86.6772510465
Alabama,Montgomery                 ,10.1,1605,32.3720175299,-86.3087966777
Alabama,Hoover                     ,5.9,4223,33.4019456118,-86.8333493253
Alabama,Hoover                     ,4.5,8007,33.3733919761,-86.8534900912
Alabama,Birmingham                 ,7.1,2630,33.5521301205,-86.7276759508
Alabama,Birmingham                 ,2.2,498,33.4681180943,-86.6671888213
Alabama,Mobile                     ,7.1,195111,30.6776248648,-88.1184482714
Alabama,Montgomery                 ,5.9,5656,32.393343358,-86.1995768254
Alabama,Hoover                     ,2.0,788,33.4045161403,-86.7876502287
Alabama,Birmingham                 ,4.5,168,33.514097853,-86.7466971362
Alabama,Huntsville                 ,8.9,2997,34.7672349743,-86.6021900616
Alabama,Mobile                     ,11.4,2682,30.707286781,-88.1107454976
Alabama,Hoover                     ,4.8,1140,33.4312136699,-86.8228782375
Alabama,Tuscaloosa                 ,7.0,90468,33.2336083951,-87.5268004073
Alabama,Birmingham                 ,,42,33.5804845249,-86.6301110961
Alabama,Montgomery                 ,4.9,3760,32.3611710005,-86.2833604743
Alabama,Birmingham                 ,4.8,3480,33.5075242148,-86.7836675838
Alabama,Birmingham                 ,8.2,2936,33.5383153207,-86.7270445428
Alabama,Montgomery                 ,4.8,4599,32.371838415,-86.1707891569
Alabama,Montgomery                 ,9.7,3760,32.3076742925,-86.3435545354
Alabama,Birmingham                 ,8.6,2876,33.5278767706,-86.8604161686
Alabama,Huntsville                 ,6.4,3074,34.6560827987,-86.5289542697
Alabama,Birmingham                 ,10.6,1824,33.5670293898,-86.8005567213
Alabama,Tuscaloosa                 ,7.0,2354,33.1586289241,-87.5366164218
Alabama,Hoover                     ,3.7,7190,33.3391783494,-86.8888460736
Alabama,Montgomery                 ,10.7,1388,32.3634924163,-86.308126484
Alabama,Birmingham                 ,7.8,5063,33.4969018589,-86.8907729426
Alabama,Montgomery                 ,6.0,7478,32.393920488,-86.162894048
Alabama,Tuscaloosa                 ,3.4,4096,33.1957930278,-87.5354837005
Alabama,Hoover                     ,3.7,3434,33.3714906081,-86.8110962421
Alabama,Huntsville                 ,8.9,1332,34.6831042257,-86.5340662737
Alabama,Mobile                     ,7.7,2768,30.6555596666,-88.1530542944
Alabama,Hoover                     ,5.1,3524,33.4223942211,-86.8292726164
Alabama,Huntsville                 ,6.0,2882,34.7422454743,-86.5731180893
Alabama,Birmingham                 ,9.4,3772,33.4953246015,-86.8516232073
Alabama,Montgomery                 ,12.8,1771,32.3587330122,-86.3177822117
Alabama,Huntsville                 ,3.6,2654,34.7636374497,-86.7500225775
Alabama,Birmingham                 ,9.9,410,33.529160486,-86.9346476445
Alabama,Mobile                     ,8.6,3045,30.6668655828,-88.063397619
Alabama,Mobile                     ,11.7,1907,30.727316791,-88.1131647411
Alabama,Montgomery                 ,7.3,4220,32.3348190958,-86.2525307261
Alabama,Birmingham                 ,9.8,3413,33.4698691385,-86.874290602
Alabama,Mobile                     ,6.4,2561,30.6845996046,-88.1583075357
Alabama,Hoover                     ,5.5,3924,33.3483899528,-86.8194470284
Alabama,Tuscaloosa                 ,6.2,2744,33.1594010347,-87.4604083476
Alabama,Montgomery                 ,8.9,2008,32.3407093188,-86.3354058177
Alabama,Hoover                     ,5.6,3288,33.3846264819,-86.7606477683
Alabama,Birmingham                 ,7.1,3463,33.5766456449,-86.6965590316
Alabama,Mobile                     ,11.2,2244,30.6778504152,-88.0488553183
Alabama,Huntsville                 ,5.6,4387,34.612755588,-86.5329568642
Alabama,Huntsville                 ,3.4,6286,34.6314816416,-86.7569226404
Alabama,Montgomery                 ,6.6,8217,32.3161274923,-86.2488675515
Alabama,Mobile                     ,7.0,1532,30.6990895849,-88.1996636214
Alabama,Montgomery                 ,6.9,4467,32.3721519545,-86.2284588307
Alabama,Huntsville                 ,5.1,4848,34.7230064375,-86.6778493286
Alabama,Birmingham                 ,10.3,2341,33.5007439361,-86.8270720379
Alabama,Birmingham                 ,9.7,947,33.5171261108,-86.8913819749
Alabama,Mobile                     ,8.9,1608,30.6568785057,-88.0688373986
Alabama,Hoover                     ,3.6,1636,33.3923792867,-86.8833755105
Alabama,Mobile                     ,10.0,1233,30.699084069,-88.058885762
Alabama,Huntsville                 ,,35,34.8377268097,-86.6324691049
Alabama,Huntsville                 ,,4,34.7549560199,-86.7228197744
Alabama,Mobile                     ,7.6,3906,30.6442955346,-88.1118639004
Alabama,Montgomery                 ,10.0,1666,32.4044028126,-86.3134168177
Alabama,Mobile                     ,7.8,2540,30.7156640705,-88.1988146358
Alabama,Montgomery                 ,8.3,3151,32.3941369339,-86.2513879167
Alabama,Birmingham                 ,,44,33.5484078071,-86.6323773455
Alabama,Tuscaloosa                 ,6.3,3828,33.2447576645,-87.5314643649
Alabama,Montgomery                 ,13.9,1148,32.371555557,-86.2915878403
Alabama,Birmingham                 ,7.3,212237,33.5275663773,-86.7988174678
Alabama,Mobile                     ,5.8,3163,30.6502813837,-88.1840895285
Alabama,Huntsville                 ,10.6,2651,34.7544696123,-86.6028564877
Alabama,Birmingham                 ,5.5,1157,33.6474916175,-86.7042974424
Alabama,Mobile                     ,6.8,3667,30.6666476217,-88.1167950538
Alabama,Birmingham                 ,3.1,397,33.4226593117,-86.8508620751
Alabama,Hoover                     ,6.3,2728,33.4073891991,-86.7208501712
Alabama,Montgomery                 ,4.7,3473,32.3283759725,-86.2089536955
Alabama,Mobile                     ,6.3,3805,30.6863691065,-88.1981948583
Alabama,Huntsville                 ,5.0,3868,34.7415924441,-86.6376750613
Alabama,Montgomery                 ,4.2,2492,32.420753569,-86.2187987157
Alabama,Birmingham                 ,11.4,1514,33.46604181,-86.8567287797
Alabama,Huntsville                 ,13.0,3086,34.7507614382,-86.5879318773
Alabama,Mobile                     ,7.5,1627,30.6773945427,-88.0734909831
Alabama,Mobile                     ,3.6,4769,30.6698153389,-88.1370982243
Alabama,Mobile                     ,12.9,667,30.7200721789,-88.1054110063
Alabama,Huntsville                 ,7.8,1598,34.7538633977,-86.6345027163
Alabama,Mobile                     ,6.7,5762,30.6227766513,-88.1790568246
Alabama,Huntsville                 ,,5,34.7976427007,-86.6775680789
Alabama,Hoover                     ,7.5,3266,33.3940185192,-86.814740369
Alabama,Mobile                     ,7.5,3647,30.6309043414,-88.0721066621
Alabama,Hoover                     ,3.2,4532,33.3839016626,-86.7952291977
Alabama,Mobile                     ,7.1,3562,30.7321419838,-88.1398840424
Alabama,Birmingham                 ,6.1,3779,33.5125158094,-86.8577164946
Alabama,Tuscaloosa                 ,10.6,1926,33.1926692801,-87.556508445
Alabama,Huntsville                 ,,49,34.6454284985,-86.4352848673
Alabama,Huntsville                 ,7.7,937,34.5871495414,-86.5141757841
Alabama,Mobile                     ,9.3,2634,30.5895823457,-88.0711539453
Alabama,Montgomery                 ,7.0,205764,32.3472645333,-86.2677059552
Alabama,Mobile                     ,9.9,2850,30.6500985912,-88.1000989399
Alabama,Birmingham                 ,5.5,403,33.4695358064,-86.96831739
Alabama,Tuscaloosa                 ,,13,33.4037171009,-87.5950158306
Alabama,Montgomery                 ,13.2,3569,32.36213955,-86.3291106364
Alabama,Huntsville                 ,6.9,4510,34.804976161,-86.6173786791
Alabama,Montgomery                 ,4.6,730,32.2929205291,-86.2461746899
Alabama,Mobile                     ,6.4,1300,30.7052497962,-88.1835855457
Alabama,Huntsville                 ,10.0,3380,34.7338446796,-86.605401548
Alabama,Montgomery                 ,7.2,2104,32.4051191382,-86.2256929901
Alabama,Hoover                     ,8.9,342,33.413982377,-86.6887566067
Alabama,Mobile                     ,12.2,2451,30.7212474206,-88.0937646151
Alabama,Montgomery                 ,6.9,3774,32.318668312,-86.2894380654
Alabama,Hoover                     ,1.8,97,33.423125404,-86.6963918322
Alabama,Mobile                     ,7.0,142,30.6914801036,-88.2526497197
Alabama,Birmingham                 ,1.8,968,33.4258661239,-86.713819356
Alabama,Mobile                     ,7.6,1819,30.6150887081,-88.1166114551
Alabama,Mobile                     ,10.9,2007,30.652468098,-88.0853320924
Alabama,Birmingham                 ,7.2,418,33.549984172,-86.8994543327
Alabama,Montgomery                 ,8.2,5463,32.3714099472,-86.255084717
Alabama,Birmingham                 ,6.1,1861,33.4989064008,-86.78269914
Alabama,Tuscaloosa                 ,,7,33.2194938063,-87.6324594037
Alabama,Huntsville                 ,7.5,1844,34.7435758414,-86.6210579514
Alabama,Montgomery                 ,5.9,7828,32.3042473154,-86.2240759865
Alabama,Birmingham                 ,4.3,1385,33.6641893755,-86.6956170686
Alabama,Montgomery                 ,3.4,1058,32.3104549088,-86.1549523335
Alabama,Birmingham                 ,9.2,3189,33.5298727342,-86.8197191685
Alabama,Montgomery                 ,9.3,4518,32.3356126369,-86.3078024695
Alabama,Tuscaloosa                 ,6.2,3802,33.2142173659,-87.4935452068
Alabama,Birmingham                 ,8.4,2372,33.4629543329,-86.8898406628
Alabama,Mobile                     ,10.9,2897,30.7121364165,-88.0759539596
Alabama,Mobile                     ,7.6,4477,30.6547752747,-88.1700405311
Alabama,Birmingham                 ,10.1,2587,33.485714885,-86.8327817467
Alabama,Huntsville                 ,8.8,3954,34.7830430159,-86.5898406106
Alabama,Tuscaloosa                 ,11.3,2680,33.1885868675,-87.5692088897
Alabama,Mobile                     ,7.0,2683,30.6810328101,-88.1375068452
Alabama,Birmingham                 ,7.3,1783,33.4989959327,-86.8647600038
Alabama,Birmingham                 ,,16,33.4556995763,-86.6520208639
Alabama,Birmingham                 ,3.2,1528,33.4443709442,-86.8405352645
Alabama,Mobile                     ,8.5,3418,30.6032500646,-88.0983946403
Alabama,Tuscaloosa                 ,5.0,3039,33.2895227254,-87.4955869247
Alabama,Huntsville                 ,7.5,2534,34.6613750785,-86.563251232
Alabama,Mobile                     ,7.0,2791,30.7145646075,-88.1485291165
Alabama,Birmingham                 ,6.2,86,33.4952792472,-86.6987184974
Alabama,Huntsville                 ,6.2,860,34.7460884751,-86.5129810014
Alabama,Huntsville                 ,5.6,5829,34.608412307,-86.5753881086
Alabama,Montgomery                 ,7.4,2497,32.3513305468,-86.3072708479
Alabama,Tuscaloosa                 ,5.6,75,33.2357455202,-87.4997219668
Alabama,Huntsville                 ,2.8,699,34.7787037744,-86.7954879957
Alabama,Huntsville                 ,5.6,2061,34.7450023943,-86.5537451839
Alabama,Mobile                     ,9.8,2446,30.6950323278,-88.1140854554
Alabama,Mobile                     ,6.0,2045,30.6834130911,-88.0744007026
Alabama,Montgomery                 ,5.2,2495,32.3576253538,-86.202251654
Alabama,Montgomery                 ,5.2,136,32.2957811657,-86.1316584857
Alabama,Birmingham                 ,5.4,3257,33.5213873564,-86.7490031289
Alabama,Mobile                     ,8.3,4370,30.6434608725,-88.1437968495
Alabama,Hoover                     ,4.0,1652,33.3045872589,-86.8872412717
Alabama,Montgomery                 ,7.3,2754,32.4169521303,-86.2694458032
Alabama,Mobile                     ,6.1,3664,30.7006767613,-88.1612901736
Alabama,Mobile                     ,9.5,669,30.789062197,-88.0305345981
Alabama,Birmingham                 ,9.2,3740,33.4806708775,-86.8508671514
Alabama,Tuscaloosa                 ,1.5,7031,33.2123492462,-87.5387175319
Alabama,Huntsville                 ,9.9,167,34.8389944775,-86.6593590601
Alabama,Mobile                     ,9.5,2172,30.6681980465,-88.0769676916
Alabama,Tuscaloosa                 ,6.6,2701,33.1932757988,-87.583284452
Alabama,Tuscaloosa                 ,6.2,4466,33.1948642718,-87.5090660806
Alabama,Hoover                     ,4.9,242,33.3128046299,-86.900502008
Alabama,Mobile                     ,7.6,195111,30.6776248648,-88.1184482714
Alabama,Birmingham                 ,7.8,952,33.4729384906,-86.9547337648
Alabama,Huntsville                 ,7.9,4744,34.6908031806,-86.6186517968
Alabama,Birmingham                 ,,23,33.5967441904,-87.0879396857
Alabama,Birmingham                 ,11.1,304,33.5919486112,-86.864384068
Alabama,Birmingham                 ,10.1,1507,33.4945909008,-86.834763936
Alabama,Tuscaloosa                 ,1.9,3769,33.2031135191,-87.5527646997
Alabama,Birmingham                 ,9.9,4424,33.44880214,-86.8878401579
Alabama,Birmingham                 ,8.7,1894,33.5532050997,-86.7429801603
Alabama,Montgomery                 ,9.8,2243,32.3152147114,-86.3794162724
Alabama,Montgomery                 ,8.1,1898,32.3540594354,-86.3973480342
Alabama,Huntsville                 ,,3,34.7457774598,-86.7739696883
Alabama,Birmingham                 ,10.1,3390,33.5372993423,-86.8036590482
Alabama,Birmingham                 ,6.0,1062,33.6557189992,-86.7050698349
Alabama,Birmingham                 ,11.0,2203,33.512258109,-86.8441439907
Alabama,Mobile                     ,4.9,4674,30.6986316684,-88.136200168
Alabama,Tuscaloosa                 ,7.8,2844,33.2064055296,-87.5773691788
Alabama,Huntsville                 ,5.9,4946,34.7275749675,-86.628652905
Alabama,Mobile                     ,3.6,603,30.6766200265,-88.218824228
Alabama,Birmingham                 ,3.1,2778,33.4244658829,-86.8841474217
Alabama,Huntsville                 ,9.3,4036,34.6915407457,-86.5750840742
Alabama,Huntsville                 ,6.5,3427,34.6994651654,-86.5969623785
Alabama,Mobile                     ,9.6,1636,30.543824993,-88.1491393618
Alabama,Birmingham                 ,5.4,2944,33.5119902661,-86.7694550989
Alabama,Tuscaloosa                 ,3.7,130,33.3287393581,-87.5579515548
Alabama,Birmingham                 ,6.6,1975,33.6142861501,-86.6691996417
Alabama,Huntsville                 ,4.2,4399,34.77912474,-86.5733058245
Alabama,Tuscaloosa                 ,3.8,2876,33.2168010721,-87.51897296
Alabama,Mobile                     ,5.8,3833,30.6267746388,-88.1989550161
Alabama,Mobile                     ,12.2,2162,30.7128424648,-88.0861100988
Alabama,Birmingham                 ,6.2,1688,33.6159436433,-86.6557892507
Alabama,Birmingham                 ,5.0,144,33.5542816352,-87.0544691416
Alabama,Huntsville                 ,7.6,1807,34.7752235372,-86.6353459087
Alabama,Birmingham                 ,7.3,3629,33.5260748309,-86.7830315488
Alabama,Huntsville                 ,5.3,3082,34.6801074903,-86.5952973836
Alabama,Tuscaloosa                 ,6.5,2857,33.227146844,-87.5497217337
Alabama,Montgomery                 ,3.6,492,32.3507857569,-86.132538643
Alabama,Birmingham                 ,7.7,1915,33.593140185,-86.7357930541
Alabama,Mobile                     ,5.9,4259,30.668756528,-88.1808164794
Alabama,Birmingham                 ,10.6,3859,33.549697789,-86.8330944744
Alabama,Huntsville                 ,4.9,732,34.81038039,-86.5608386672
Alabama,Montgomery                 ,4.5,3140,32.3152818401,-86.1776610019
Alabama,Birmingham                 ,,6,33.6355414646,-86.736946691
Alabama,Mobile                     ,5.0,557,30.6763745679,-88.229791628
Alabama,Birmingham                 ,8.9,2477,33.5052229234,-86.9014844656
Alabama,Mobile                     ,7.4,3629,30.6692022792,-88.1601468798
Alabama,Tuscaloosa                 ,2.9,3525,33.2133830511,-87.5571352006
Alabama,Montgomery                 ,8.4,3411,32.3962125074,-86.2661554543
Alabama,Mobile                     ,16.1,103,30.7043269797,-88.0521437726
Alabama,Montgomery                 ,6.0,6376,32.3482416552,-86.2328956753
Alabama,Montgomery                 ,,31,32.3016375026,-86.0902647002
Alabama,Huntsville                 ,8.4,3894,34.6576156753,-86.5825008433
Alabama,Mobile                     ,7.8,1899,30.7142540072,-88.182524854
Alabama,Mobile                     ,,45,30.5619464017,-88.175785648
Alabama,Huntsville                 ,9.2,3495,34.7178406212,-86.6062334588
Alabama,Birmingham                 ,8.5,5039,33.603988456,-86.7008123418
Alabama,Mobile                     ,6.2,3425,30.6718491643,-88.1996782045
Alabama,Tuscaloosa                 ,,5,33.1448113269,-87.5293125395
Alabama,Birmingham                 ,7.8,3042,33.5794328326,-86.7228323926
Alabama,Birmingham                 ,11.1,114,33.4363786806,-86.9128923072
Alabama,Hoover                     ,4.6,218,33.418693772,-86.722131839
Alabama,Birmingham                 ,4.2,3482,33.4866689795,-86.8173262831
Alabama,Birmingham                 ,5.1,4612,33.6299017499,-86.7194311229
Alabama,Huntsville                 ,8.7,760,34.7741553775,-86.549549341
Alabama,Huntsville                 ,6.9,4535,34.6365918348,-86.5527165626
Alabama,Huntsville                 ,6.7,2484,34.689797268,-86.560919114
Alabama,Birmingham                 ,3.8,644,33.4395975193,-86.6735959359
Alabama,Montgomery                 ,7.7,896,32.2935892389,-86.3532149081
Alabama,Birmingham                 ,2.4,74,33.473886155,-86.8146487762
Alabama,Montgomery                 ,1.7,623,32.4067693075,-86.246702078
Alabama,Mobile                     ,9.9,2254,30.5879745542,-88.0902169241
Alabama,Montgomery                 ,9.2,1185,32.3176802643,-86.3055459873
Alabama,Hoover                     ,6.0,4878,33.4384217583,-86.6382002523
Alabama,Mobile                     ,11.5,1815,30.7055497028,-88.0663774985
Alabama,Birmingham                 ,3.4,2881,33.4749941816,-86.8335421747
Alabama,Hoover                     ,5.6,2200,33.417421408,-86.6452578981
Alabama,Huntsville                 ,8.4,3866,34.7596737349,-86.5476195578
Alabama,Tuscaloosa                 ,5.3,2134,33.2701693414,-87.5178526384
Alabama,Mobile                     ,8.4,1184,30.7002900901,-88.2192619109
Alabama,Birmingham                 ,7.3,5354,33.5429143325,-86.8756782852
Alabama,Huntsville                 ,4.3,70,34.7900944498,-86.7834831275
Alabama,Mobile                     ,6.2,3125,30.6827733816,-88.1806303703
Alabama,Tuscaloosa                 ,5.0,3954,33.1594666347,-87.490416973
Alabama,Huntsville                 ,,4,34.678659986,-86.6942482318
Alabama,Huntsville                 ,3.9,1265,34.7398202092,-86.7028564991
Alabama,Mobile                     ,6.0,3557,30.6609259649,-88.1415501509
Alabama,Huntsville                 ,8.8,3650,34.7823282055,-86.6077359957
Alabama,Tuscaloosa                 ,10.0,4076,33.1850179835,-87.5942209538
Alabama,Birmingham                 ,,44,33.5859234197,-86.8357007188
Alabama,Mobile                     ,7.9,2188,30.6496102778,-88.0922702421
Alabama,Tuscaloosa                 ,8.8,58,33.2137805979,-87.4442323433
Alabama,Montgomery                 ,10.3,1369,32.3684600814,-86.339185144
Alabama,Montgomery                 ,9.0,4348,32.4269367589,-86.2826263124
Alabama,Birmingham                 ,7.5,3338,33.5632449633,-86.7640474064
Alabama,Montgomery                 ,7.2,4554,32.3409840904,-86.2724638266
Alabama,Hoover                     ,4.5,3659,33.373607893,-86.793375026
Alabama,Birmingham                 ,8.0,4199,33.485945214,-86.869692186
Alabama,Birmingham                 ,9.8,371,33.570164674,-86.666430582
Alabama,Birmingham                 ,7.3,212237,33.5275663773,-86.7988174678
Alabama,Tuscaloosa                 ,4.9,5858,33.1763495613,-87.5390193918
Alabama,Mobile                     ,6.1,4379,30.6506068076,-88.1992010428
Alabama,Montgomery                 ,6.7,5724,32.3072538725,-86.2646578294
Alabama,Montgomery                 ,6.9,205764,32.3472645333,-86.2677059552
Alabama,Hoover                     ,4.2,5159,33.3494208078,-86.8444278718
Alabama,Birmingham                 ,9.0,3885,33.5541574106,-86.7167229915
Alabama,Montgomery                 ,8.5,3769,32.3743105285,-86.2736823376
Alabama,Hoover                     ,5.0,4679,33.3984946605,-86.7988914335
Alabama,Birmingham                 ,3.9,4216,33.479062325,-86.8128063089
Alabama,Huntsville                 ,8.7,5172,34.7055173887,-86.6182383928
Alabama,Tuscaloosa                 ,8.1,534,33.194539462,-87.46527684
Alabama,Montgomery                 ,5.7,3656,32.3817456812,-86.2818242743
Alabama,Birmingham                 ,6.5,2780,33.5065714011,-86.9195910063
Alabama,Birmingham                 ,5.1,1167,33.4971595645,-86.7917440668
Alabama,Birmingham                 ,5.2,113,33.5034195908,-86.6180983403
Alabama,Birmingham                 ,7.3,3186,33.5650015942,-86.7101024766
Alabama,Montgomery                 ,6.1,1174,32.3794308187,-86.3080487232
Alabama,Birmingham                 ,8.3,1621,33.6182924432,-86.6801483084
Alabama,Mobile                     ,9.9,4029,30.705909554,-88.0923250223
Alabama,Tuscaloosa                 ,4.0,57,33.3533640096,-87.5417550754
Alabama,Birmingham                 ,7.5,4683,33.48476397,-86.8981392947
Alabama,Birmingham                 ,8.4,3637,33.5059655756,-86.8745506086
Alabama,Montgomery                 ,7.1,4091,32.3356895183,-86.2907870282
Alabama,Hoover                     ,5.3,4162,33.4019806536,-86.8503435747
Alabama,Huntsville                 ,7.7,2333,34.7679301607,-86.6346783481
Alabama,Tuscaloosa                 ,4.2,80,33.1234983269,-87.5632458717
Alabama,Montgomery                 ,7.4,3495,32.3551619194,-86.2576578215
Alabama,Huntsville                 ,6.0,1871,34.7273192067,-86.5673769121
Alabama,Montgomery                 ,3.5,4494,32.3283975295,-86.1400889219
Alabama,Mobile                     ,5.9,344,30.6239513511,-88.2154520103
Alabama,Tuscaloosa                 ,7.9,682,33.1826491467,-87.6198106664
Alabama,Huntsville                 ,4.1,822,34.6542365337,-86.8340393074
Alabama,Montgomery                 ,2.3,2515,32.3823625112,-86.3566609035
Alabama,Birmingham                 ,8.6,2735,33.5428208686,-86.752433978
Alabama,Huntsville                 ,8.9,2982,34.7299268518,-86.5859709335
Alabama,Huntsville                 ,9.5,1992,34.7547187585,-86.6194210493
Alabama,Birmingham                 ,11.1,931,33.5094018502,-86.8859081961
Alabama,Huntsville                 ,3.6,8725,34.7576315792,-86.6692300807
Alabama,Tuscaloosa                 ,4.3,3334,33.1887659298,-87.5423914549
Alabama,Montgomery                 ,4.5,4964,32.3331294122,-86.2237026675
Alabama,Huntsville                 ,3.8,661,34.7808033041,-86.7409717865
Alabama,Hoover                     ,5.2,2696,33.4026873912,-86.770945069
Alabama,Mobile                     ,0.6,791,30.6951628408,-88.1823467808
Alabama,Huntsville                 ,2.7,672,34.6990029313,-86.7108145743
Alabama,Birmingham                 ,5.0,1066,33.5571951048,-86.8777935049
Alabama,Huntsville                 ,5.8,2095,34.7119346746,-86.5826069614
Alabama,Huntsville                 ,6.9,6224,34.6092624615,-86.5553843441
Alabama,Mobile                     ,4.6,3439,30.6798434343,-88.0933051805
Alabama,Birmingham                 ,5.7,928,33.6252575173,-86.6998610409
Alabama,Tuscaloosa                 ,,6,33.1873650393,-87.2702974458
Alabama,Birmingham                 ,1.8,1261,33.4439425865,-86.7212936938
Alabama,Hoover                     ,5.5,684,33.3506323247,-86.7740677526
Alabama,Hoover                     ,4.7,81619,33.3767602729,-86.8051937568
Alabama,Mobile                     ,9.7,2164,30.6551300583,-88.0777450896
Alabama,Montgomery                 ,4.9,3614,32.3722320454,-86.2009167055
Alabama,Mobile                     ,8.6,3761,30.669092268,-88.092562406
Alabama,Huntsville                 ,6.7,180105,34.6989692671,-86.6387042882
Alabama,Mobile                     ,,18,30.7494110279,-88.0705764679
Alabama,Birmingham                 ,7.7,5409,33.4785707794,-86.890000907
Alabama,Birmingham                 ,11.4,2577,33.5525406139,-86.8016893706
Alabama,Mobile                     ,6.2,2339,30.6922510523,-88.0897047531
Alabama,Birmingham                 ,9.6,2864,33.5442404594,-86.7749130719
Alabama,Tuscaloosa                 ,6.6,1319,33.2091699555,-87.4663805859
Alabama,Birmingham                 ,3.6,5003,33.5041857556,-86.8033798346
Alabama,Montgomery                 ,10.2,3136,32.3360085258,-86.3230524618
Alabama,Montgomery                 ,4.9,3618,32.3526513706,-86.2916355914
Alabama,Mobile                     ,,3,30.8309422315,-88.0463571047
Alabama,Birmingham                 ,,9,33.4345805042,-86.7263292059
Alabama,Mobile                     ,7.4,3144,30.6270831564,-88.1378297631
Alabama,Mobile                     ,7.6,2243,30.5761613431,-88.1453387206
Alabama,Huntsville                 ,6.3,2466,34.6350692732,-86.5282060629
Alabama,Huntsville                 ,6.5,3385,34.7097766001,-86.5513936181
Alabama,Hoover                     ,6.9,209,33.4099905522,-86.6692093971
Alabama,Tuscaloosa                 ,5.3,90468,33.2336083951,-87.5268004073
Alabama,Huntsville                 ,8.4,4039,34.6590490545,-86.5478368534
Alabama,Birmingham                 ,10.5,1782,33.4396443569,-86.9248768665
Alabama,Mobile                     ,8.7,4402,30.6326066322,-88.1648251395
Alabama,Mobile                     ,5.9,2127,30.7349290376,-88.2013303679
Alabama,Birmingham                 ,8.0,4933,33.597162309,-86.6766736351
Alabama,Mobile                     ,6.6,2058,30.6868735828,-88.0602180151
Alabama,Mobile                     ,7.5,219,30.6009205798,-88.1776807611
Alabama,Huntsville                 ,9.3,2101,34.7165376104,-86.6298997727
Alabama,Hoover                     ,,27,33.4672065229,-86.6193433254
Alabama,Tuscaloosa                 ,6.4,5850,33.1808342434,-87.495978013
Alabama,Huntsville                 ,6.7,1878,34.7628782392,-86.6284919984
Alabama,Birmingham                 ,6.8,172,33.4885493477,-86.780843024
Alabama,Birmingham                 ,10.1,2064,33.5132498864,-86.83004749
Alabama,Montgomery                 ,8.5,3344,32.3510621717,-86.3596914392
Alabama,Montgomery                 ,10.0,4893,32.3972129325,-86.2846513134
Alabama,Mobile                     ,6.5,2176,30.6779765752,-88.0606970022
Alabama,Montgomery                 ,4.8,4933,32.3475232552,-86.2085202709
Alabama,Mobile                     ,7.9,3343,30.691037817,-88.0266676807
Alabama,Montgomery                 ,5.7,539,32.3761148278,-86.1216054231
Alabama,Tuscaloosa                 ,6.0,182,33.1799280593,-87.3837603146
Alabama,Birmingham                 ,3.7,3146,33.4935824043,-86.8009294603
Alabama,Huntsville                 ,6.4,180105,34.6989692671,-86.6387042882
Alabama,Birmingham                 ,,9,33.6050742596,-86.6316729386
Alabama,Birmingham                 ,4.0,2952,33.5333415976,-86.7479566084
Alabama,Birmingham                 ,5.4,2524,33.611811773,-86.7214221514
Alabama,Tuscaloosa                 ,5.2,2785,33.1612192021,-87.5161365247
Alabama,Birmingham                 ,9.0,2181,33.5261497258,-86.835146606
Alabama,Huntsville                 ,7.2,3571,34.7319277032,-86.541048163
Alabama,Birmingham                 ,7.2,3992,33.5176008419,-86.8106887452
Alabama,Montgomery                 ,2.9,4622,32.3191183289,-86.1949955537
Alabama,Hoover                     ,4.9,81619,33.3767602729,-86.8051937568
Alabama,Montgomery                 ,7.7,5956,32.3890844321,-86.2305310311
Alabama,Birmingham                 ,4.2,514,33.5229093892,-86.7102618642
Alabama,Tuscaloosa                 ,6.4,3067,33.2133001175,-87.5077140334
Alabama,Mobile                     ,7.9,3994,30.7323337483,-88.1733792638
Alabama,Hoover                     ,4.2,3035,33.3586019342,-86.7921165874
Alabama,Montgomery                 ,6.0,8876,32.3511984342,-86.164295743
Alabama,Huntsville                 ,4.4,11386,34.6739365015,-86.4700242692
Alabama,Mobile                     ,7.9,4536,30.6825778293,-88.114482484
Alabama,Mobile                     ,10.4,1416,30.6911143459,-88.0480222466
Alabama,Birmingham                 ,8.2,4367,33.5200981234,-86.7272063198
Alaska,Anchorage                  ,4.2,4993,61.1593945029,-149.899866691
Alaska,Anchorage                  ,4.0,5107,61.2175114871,-149.744397636
Alaska,Anchorage                  ,3.4,10549,61.3103750419,-149.504453767
Alaska,Anchorage                  ,4.3,4131,61.210286488,-149.875982726
Alaska,Anchorage                  ,3.9,5050,61.1015718099,-149.822501449
Alaska,Anchorage                  ,3.6,6313,61.1303800323,-149.84522577
Alaska,Anchorage                  ,5.3,3748,61.1879869234,-149.905556499
Alaska,Anchorage                  ,4.0,5736,61.2634070509,-148.833865906
Alaska,Anchorage                  ,3.6,9273,61.1461181858,-149.928659495
Alaska,Anchorage                  ,4.3,7323,61.2167533384,-149.792738774
Alaska,Anchorage                  ,3.7,4784,61.1517573791,-149.845314007
Alaska,Anchorage                  ,3.5,3381,61.1833398027,-149.218690424
Alaska,Anchorage                  ,5.2,3718,61.2121150772,-149.909497072
Alaska,Anchorage                  ,1.0,5937,61.2740282527,-149.819570587
Alaska,Anchorage                  ,6.1,5706,61.2233723795,-149.723323157
